latitude,longitude,crime_type,severity,timestamp,area_name
-26.243644164971396,28.07032946460497,assault,high,2026-01-01,Johannesburg CBD
-26.218901767828434,28.07557856178331,assault,high,2025-01-03,Johannesburg CBD
-26.217481667797326,28.037392120899987,assault,medium,2025-04-07,Johannesburg CBD
-26.177039382166193,28.049072911136857,theft,low,2025-08-07,Johannesburg CBD
-26.186244252864476,28.013362715687364,murder,high,2025-12-01,Johannesburg CBD
-26.161278725742367,28.079293490090958,carjacking,high,2025-04-11,Johannesburg CBD
-26.202778507483803,28.018533736110676,burglary,medium,2026-05-10,Johannesburg CBD
-26.23804057540617,28.07541854193081,carjacking,high,2025-08-03,Johannesburg CBD
-26.1786755212777,28.051971731919387,burglary,medium,2025-05-08,Johannesburg CBD
-26.17392149513831,28.04861894359031,theft,medium,2025-12-02,Johannesburg CBD
-26.19387228024305,28.04101508088132,assault,critical,2025-08-05,Johannesburg CBD
-26.172903282004544,28.01845358493742,theft,medium,2025-08-27,Johannesburg CBD
-26.20062044036356,28.01412224256044,theft,medium,2025-08-31,Johannesburg CBD
-26.1977267170618,28.017638896725614,robbery,high,2025-12-15,Johannesburg CBD
-26.207245898164146,28.01491506097154,murder,high,2025-06-19,Johannesburg CBD
-26.24745808732559,28.06236675788534,burglary,low,2025-07-02,Johannesburg CBD
-26.23921085730067,28.028010020733337,assault,low,2025-09-04,Johannesburg CBD
-26.246857081431326,28.00462741412507,burglary,low,2026-04-05,Johannesburg CBD
-26.186358958873623,28.077528210411263,carjacking,high,2025-05-14,Johannesburg CBD
-26.218564401892365,28.070702870797074,burglary,medium,2025-03-05,Johannesburg CBD
-26.19914293088353,28.074220182655615,carjacking,low,2025-10-04,Johannesburg CBD
-26.15924335260739,28.079592625811713,murder,critical,2026-05-15,Johannesburg CBD
-26.22507077708511,28.01391161993756,carjacking,medium,2026-03-10,Johannesburg CBD
-26.208961707696435,28.031699361512214,burglary,medium,2025-10-16,Johannesburg CBD
-26.174444886145693,28.060659078056325,burglary,medium,2025-01-03,Johannesburg CBD
-26.227120183450836,28.055681649444303,carjacking,high,2025-10-08,Johannesburg CBD
-26.24230200901712,28.012311672507188,theft,low,2025-11-18,Johannesburg CBD
-26.221024854708624,28.06526664999925,murder,medium,2025-08-17,Johannesburg CBD
-26.2338778712746,28.017955245746933,robbery,high,2025-05-24,Johannesburg CBD
-26.15703023476574,28.017905409185808,assault,medium,2025-11-01,Johannesburg CBD
-26.16918796204356,28.042957953831472,burglary,medium,2025-05-11,Johannesburg CBD
-26.186659624348955,28.047435194787337,assault,medium,2025-01-08,Johannesburg CBD
-26.162853940981226,28.046406896627023,robbery,low,2025-04-14,Johannesburg CBD
-26.169632792310086,28.00731894699182,assault,low,2025-02-12,Johannesburg CBD
-26.231342994111397,28.070196869010427,robbery,medium,2025-01-13,Johannesburg CBD
-26.160744100151,28.021248003407095,carjacking,medium,2025-12-05,Johannesburg CBD
-26.196065775808435,28.010361193702625,theft,low,2025-07-15,Johannesburg CBD
-26.16925598448359,28.071099846389515,burglary,high,2025-01-09,Johannesburg CBD
-26.16039087000765,28.076452119858377,robbery,critical,2026-04-17,Johannesburg CBD
-26.218199652502815,28.068970209381234,assault,high,2026-01-16,Johannesburg CBD
-26.238994807547233,28.06476128597799,burglary,high,2026-01-03,Johannesburg CBD
-26.227206483745807,28.05241935845112,theft,medium,2025-06-04,Johannesburg CBD
-26.207289221137373,28.04406858964873,carjacking,critical,2025-04-04,Johannesburg CBD
-26.16819852340775,28.006958940792913,burglary,low,2025-11-25,Johannesburg CBD
-26.163926941674365,28.032676257045654,robbery,critical,2025-01-12,Johannesburg CBD
-26.24930478694688,28.029815081360983,theft,critical,2025-10-25,Johannesburg CBD
-26.198925269742244,28.020780302700825,assault,high,2025-09-09,Johannesburg CBD
-26.20825889968512,28.057873609095086,theft,critical,2025-06-28,Johannesburg CBD
-26.22778921895293,28.0396700588063,theft,medium,2026-05-01,Johannesburg CBD
-26.238013463266633,28.00648369727261,murder,medium,2025-09-01,Johannesburg CBD
-26.216238482859637,28.017614656155985,theft,medium,2025-07-09,Johannesburg CBD
-26.155709029608747,28.054660701092768,theft,medium,2025-12-01,Johannesburg CBD
-26.217679706797924,28.006090468759226,burglary,low,2026-01-12,Johannesburg CBD
-26.198120937825664,28.0680965531239,assault,high,2025-03-30,Johannesburg CBD
-26.179698104110482,28.039611722161116,burglary,critical,2025-02-15,Johannesburg CBD
-26.21363703976207,28.038446926186133,burglary,low,2026-02-12,Johannesburg CBD
-26.152821791727902,28.04739262277276,robbery,high,2026-01-27,Johannesburg CBD
-26.153755270505787,28.06597447727401,burglary,critical,2025-01-04,Johannesburg CBD
-26.224821770417464,28.027824736632176,murder,critical,2025-04-24,Johannesburg CBD
-26.20027514941076,28.054241292204726,murder,critical,2026-01-24,Johannesburg CBD
-26.219912169018322,28.045258557119663,robbery,medium,2025-06-21,Johannesburg CBD
-26.221515950562253,28.021362261613554,carjacking,critical,2025-06-29,Johannesburg CBD
-26.24631130526455,28.070290398908412,assault,high,2025-07-01,Johannesburg CBD
-26.18904356660201,28.063794081728552,assault,low,2026-02-18,Johannesburg CBD
-26.199732097677114,28.052676146772672,burglary,medium,2025-09-04,Johannesburg CBD
-26.244852124875003,28.068046538327536,burglary,high,2025-01-10,Johannesburg CBD
-26.222135353576338,28.06938353607678,carjacking,medium,2025-04-20,Johannesburg CBD
-26.159173411403334,28.0566690381372,burglary,high,2025-11-23,Johannesburg CBD
-26.2260438109333,28.06696106626909,assault,high,2025-09-26,Johannesburg CBD
-26.235510512790878,28.05579771693354,theft,low,2026-01-07,Johannesburg CBD
-26.20105472397224,28.054411261740825,murder,medium,2025-04-05,Johannesburg CBD
-26.15143495458894,28.049488910257214,theft,high,2025-09-08,Johannesburg CBD
-26.22579447284885,28.06021733116461,theft,medium,2025-05-19,Johannesburg CBD
-26.18278644525941,28.012688408423447,assault,low,2025-08-01,Johannesburg CBD
-26.173838038467128,28.070469660735913,theft,low,2025-10-05,Johannesburg CBD
-26.22623624560076,28.06974748221962,carjacking,medium,2025-10-22,Johannesburg CBD
-26.17717836513881,28.002339782642764,robbery,critical,2025-12-13,Johannesburg CBD
-26.213221686728073,28.066065340045178,burglary,medium,2025-07-07,Johannesburg CBD
-26.186769416940642,28.010309589397874,robbery,high,2025-03-21,Johannesburg CBD
-26.18664702892391,28.02680950834073,murder,medium,2025-07-01,Johannesburg CBD
-26.196422531592525,28.05948066050333,burglary,medium,2025-08-05,Johannesburg CBD
-26.240971022994557,28.012860791683863,theft,high,2025-04-09,Johannesburg CBD
-26.166469750441074,28.065437361929522,murder,high,2025-01-30,Johannesburg CBD
-26.217921993502827,28.066570734236617,burglary,low,2025-02-12,Johannesburg CBD
-26.231348148960013,28.040597418700866,carjacking,medium,2025-04-02,Johannesburg CBD
-26.245922485844524,28.000510869737347,carjacking,low,2025-08-14,Johannesburg CBD
-26.190910705681176,28.022963050653992,carjacking,medium,2025-05-27,Johannesburg CBD
-26.18224356381577,28.04935415347006,carjacking,high,2025-12-10,Johannesburg CBD
-26.248341217107214,28.07849489424219,theft,low,2025-06-26,Johannesburg CBD
-26.19879069417007,28.05054508216133,robbery,medium,2025-04-20,Johannesburg CBD
-26.227350422480207,28.02078428648513,burglary,medium,2025-02-26,Johannesburg CBD
-26.185482720959055,28.05072045624797,theft,critical,2025-06-11,Johannesburg CBD
-26.2325633570995,28.043198830377268,carjacking,critical,2026-02-12,Johannesburg CBD
-26.18090622618975,28.06238763161209,robbery,low,2025-09-17,Johannesburg CBD
-26.211326465369947,28.008558451106158,murder,high,2025-07-13,Johannesburg CBD
-26.156327001126325,28.06088223220016,murder,medium,2026-03-07,Johannesburg CBD
-26.2362479055854,28.04330132629409,murder,medium,2025-08-12,Johannesburg CBD
-26.215893364894974,28.077039360308717,carjacking,high,2026-04-05,Johannesburg CBD
-26.23865264787594,28.027349773283095,murder,critical,2025-05-27,Johannesburg CBD
-26.157530638172144,28.050609751450715,assault,critical,2026-05-16,Johannesburg CBD
-26.1622660646619,28.0745622484408,burglary,medium,2025-05-16,Johannesburg CBD
-26.224205837228485,28.008200778239253,burglary,medium,2026-04-28,Johannesburg CBD
-26.18400159539658,28.074978278978914,carjacking,high,2025-03-28,Johannesburg CBD
-26.168277779979878,28.055030857784065,assault,medium,2025-05-25,Johannesburg CBD
-26.194479918840052,28.005426964728414,theft,medium,2026-01-30,Johannesburg CBD
-26.1970349421644,28.024077085355746,theft,medium,2025-11-29,Johannesburg CBD
-26.225814770909956,28.05665376709162,murder,high,2025-07-07,Johannesburg CBD
-26.24068972321941,28.005388048117503,robbery,medium,2025-09-29,Johannesburg CBD
-26.160278424204666,28.046573636814102,theft,low,2026-03-11,Johannesburg CBD
-26.159958194283664,28.027670644556235,robbery,critical,2026-04-13,Johannesburg CBD
-26.18668985427267,28.0496732414214,burglary,low,2025-05-31,Johannesburg CBD
-26.21609702089513,28.003659362705,robbery,medium,2025-11-10,Johannesburg CBD
-26.215079042538733,28.069722944492188,burglary,medium,2025-04-05,Johannesburg CBD
-26.177404432112976,28.07787911753419,assault,low,2026-04-15,Johannesburg CBD
-26.16028897400474,28.077510228422852,assault,low,2026-03-04,Johannesburg CBD
-26.161291357573486,28.059972146539433,carjacking,low,2025-11-16,Johannesburg CBD
-26.172012445414236,28.01040689921045,carjacking,high,2026-03-03,Johannesburg CBD
-26.185796835384572,28.06066105567432,murder,medium,2025-11-11,Johannesburg CBD
-26.241586003500494,28.001966953316703,theft,critical,2026-02-16,Johannesburg CBD
-26.233837128590537,28.00176988412232,murder,medium,2025-02-05,Johannesburg CBD
-26.16014458114729,28.025888817531964,burglary,medium,2025-03-16,Johannesburg CBD
-26.18935709403404,28.039091455232374,murder,medium,2025-02-28,Johannesburg CBD
-26.249080294838336,28.061632593424623,robbery,medium,2026-05-16,Johannesburg CBD
-26.239852845713397,28.05466363012852,burglary,high,2025-01-12,Johannesburg CBD
-26.183649823089194,28.03567221651014,carjacking,medium,2025-05-03,Johannesburg CBD
-26.24949384161538,28.021890133302534,assault,medium,2025-04-21,Johannesburg CBD
-26.23391919485825,28.079769960012616,carjacking,high,2025-08-27,Johannesburg CBD
-26.19512662106334,28.034094504178878,theft,critical,2025-02-06,Johannesburg CBD
-26.18081048023073,28.036110961946374,burglary,high,2025-06-21,Johannesburg CBD
-26.184803874049738,28.013089905695335,burglary,medium,2026-05-08,Johannesburg CBD
-26.227573069053943,28.063584763899993,robbery,high,2026-04-26,Johannesburg CBD
-26.178782077865247,28.05549457806252,theft,medium,2025-03-01,Johannesburg CBD
-26.22627509125032,28.0176615690231,assault,medium,2025-05-05,Johannesburg CBD
-26.21746003018407,28.006590483649266,burglary,medium,2026-02-09,Johannesburg CBD
-26.175350859488198,28.054439944165974,burglary,medium,2025-04-14,Johannesburg CBD
-26.18503671009528,28.05236089714249,robbery,low,2025-11-04,Johannesburg CBD
-26.16507765895058,28.021860762159857,murder,medium,2025-05-15,Johannesburg CBD
-26.184238710769964,28.07606908498003,assault,high,2025-08-29,Johannesburg CBD
-26.193169139666452,28.01208463134247,carjacking,medium,2025-06-02,Johannesburg CBD
-26.24063252321719,28.03458678408341,theft,low,2025-04-20,Johannesburg CBD
-26.213228419694055,28.075489273613407,burglary,low,2025-09-16,Johannesburg CBD
-26.223479763231826,28.033578185354088,burglary,critical,2025-04-13,Johannesburg CBD
-26.22560103566209,28.051082075813127,carjacking,medium,2025-06-02,Johannesburg CBD
-26.152698944524754,28.031807551837023,assault,medium,2025-04-16,Johannesburg CBD
-26.210690227533323,28.021937216187894,murder,high,2025-04-13,Johannesburg CBD
-26.16079534448229,28.078718211836783,burglary,high,2026-04-27,Johannesburg CBD
-26.186886137400272,28.0327467205052,assault,medium,2026-05-02,Johannesburg CBD
-26.170518869645836,28.07152793629433,carjacking,high,2025-09-28,Johannesburg CBD
-26.19973629068948,28.018396368471286,robbery,high,2025-05-08,Johannesburg CBD
-26.192309611537365,28.017048376322006,murder,high,2025-08-17,Johannesburg CBD
-26.200748230618114,28.00249072663076,theft,low,2025-08-15,Johannesburg CBD
-26.230475701220197,28.052133346030068,burglary,high,2026-05-15,Johannesburg CBD
-26.177754788473848,28.029482107497902,assault,medium,2025-04-14,Johannesburg CBD
-26.221922763755913,28.06914865998717,robbery,medium,2025-10-14,Johannesburg CBD
-26.247568403356855,28.037856792535322,theft,medium,2025-01-10,Johannesburg CBD
-26.18545277040928,28.077455474233176,assault,low,2025-07-13,Johannesburg CBD
-26.232288932059294,28.014842041256248,assault,low,2026-05-08,Johannesburg CBD
-26.155954141564706,28.069489853436448,theft,high,2026-01-11,Johannesburg CBD
-26.15460714229974,28.06212774822334,robbery,low,2025-06-19,Johannesburg CBD
-26.158513560977955,28.061673747571522,carjacking,medium,2025-02-16,Johannesburg CBD
-26.212984129974455,28.06758265824935,robbery,medium,2025-08-24,Johannesburg CBD
-26.248454338347113,28.060881919275438,murder,low,2025-09-06,Johannesburg CBD
-26.157168143741227,28.050097625730512,burglary,critical,2025-10-05,Johannesburg CBD
-26.207181585168268,28.01049959021459,theft,medium,2026-02-06,Johannesburg CBD
-26.153334518095633,28.0026020943593,carjacking,medium,2025-01-22,Johannesburg CBD
-26.153638002291075,28.073667827825254,theft,medium,2026-03-03,Johannesburg CBD
-26.164699054453262,28.049332025161657,theft,medium,2025-05-29,Johannesburg CBD
-26.22055511079304,28.063722983278094,robbery,low,2026-04-30,Johannesburg CBD
-26.21149022713981,28.038521788121002,burglary,high,2026-04-22,Johannesburg CBD
-26.16488633284831,28.009384655116992,murder,critical,2025-02-14,Johannesburg CBD
-26.21830779948437,28.010014863376202,assault,medium,2025-02-25,Johannesburg CBD
-26.233050725331392,28.054845222978315,assault,high,2026-05-01,Johannesburg CBD
-26.194319873754164,28.034424471591958,theft,high,2025-06-20,Johannesburg CBD
-26.15638452258392,28.016041978136027,burglary,high,2025-09-07,Johannesburg CBD
-26.180397020332503,28.039327563739313,carjacking,medium,2025-10-02,Johannesburg CBD
-26.19299388299106,28.00513671496601,robbery,medium,2025-02-22,Johannesburg CBD
-26.240282350622923,28.046557712153152,burglary,medium,2025-04-28,Johannesburg CBD
-26.18849927733008,28.021519472354807,burglary,high,2025-09-07,Johannesburg CBD
-26.15099461498957,28.063804728050975,robbery,high,2025-09-23,Johannesburg CBD
-26.235991598476346,28.024828956713886,theft,low,2025-01-29,Johannesburg CBD
-26.198167034763625,28.03641761192654,burglary,medium,2026-01-30,Johannesburg CBD
-26.162262692807204,28.00092964319265,assault,critical,2026-03-03,Johannesburg CBD
-26.17592313822458,28.005795751023566,robbery,high,2025-06-11,Johannesburg CBD
-26.18029842590047,28.031399484512534,carjacking,critical,2025-08-01,Johannesburg CBD
-26.17975159160129,28.03839510677737,murder,high,2025-12-07,Johannesburg CBD
-26.214050884878024,28.048001643849542,theft,medium,2026-02-15,Johannesburg CBD
-26.22064081557355,28.023333006296745,robbery,medium,2025-11-29,Johannesburg CBD
-26.169063884452147,28.05559855089012,murder,high,2025-06-21,Johannesburg CBD
-26.16898866053208,28.068809791775134,murder,low,2026-03-31,Johannesburg CBD
-26.16329276814199,28.062388079111468,carjacking,medium,2025-11-19,Johannesburg CBD
-26.158675944744353,28.00316950602787,burglary,high,2025-09-29,Johannesburg CBD
-26.198865760113904,28.038440555780625,carjacking,low,2025-05-03,Johannesburg CBD
-26.199848370531278,28.008394414273454,burglary,high,2025-01-12,Johannesburg CBD
-26.17017048210332,28.019363601269003,burglary,medium,2025-10-07,Johannesburg CBD
-26.185003606922223,28.07893300746137,robbery,critical,2026-03-06,Johannesburg CBD
-26.179803312274228,28.01139964343212,robbery,low,2025-11-17,Johannesburg CBD
-26.17042073305639,28.039911052276107,theft,medium,2026-01-04,Johannesburg CBD
-26.160999465818243,28.04945245874545,burglary,high,2025-12-23,Johannesburg CBD
-26.216200484314847,28.056197197643527,murder,medium,2025-12-01,Johannesburg CBD
-26.212441704736005,28.044771894678952,assault,high,2025-03-22,Johannesburg CBD
-26.240601806015913,28.000781667793536,theft,high,2026-03-16,Johannesburg CBD
-26.19217198590038,28.026116904659517,robbery,low,2026-01-30,Johannesburg CBD
-26.246405772620324,28.041416931470778,carjacking,medium,2025-11-09,Johannesburg CBD
-26.203440198186755,28.007029319931586,theft,medium,2025-11-26,Johannesburg CBD
-26.19573553652924,28.028050154496732,theft,medium,2025-04-16,Johannesburg CBD
-26.221345874787172,28.00265624870331,theft,critical,2025-11-15,Johannesburg CBD
-26.190916673943097,28.0062862797724,theft,high,2025-09-19,Johannesburg CBD
-26.246949975006096,28.031753862096128,assault,high,2026-03-03,Johannesburg CBD
-26.24626518112508,28.010617260323446,carjacking,high,2025-01-14,Johannesburg CBD
-26.167739943934034,28.045403267860923,carjacking,medium,2026-03-30,Johannesburg CBD
-26.213980935858874,28.05515719753098,carjacking,critical,2025-07-30,Johannesburg CBD
-26.237293948734813,28.064046935928726,burglary,high,2025-04-20,Johannesburg CBD
-26.197775673994517,28.016012019539584,murder,high,2026-02-09,Johannesburg CBD
-26.173000644690138,28.013398606580726,carjacking,high,2025-01-29,Johannesburg CBD
-26.228417897250317,28.008365427226753,theft,medium,2025-10-30,Johannesburg CBD
-26.187710952418097,28.05091441996349,theft,high,2025-04-15,Johannesburg CBD
-26.241465253500625,28.05651805811895,carjacking,low,2025-02-18,Johannesburg CBD
-26.24483182788314,28.00252689158605,carjacking,medium,2026-03-16,Johannesburg CBD
-26.196864536843183,28.074896979699492,theft,medium,2025-08-01,Johannesburg CBD
-26.19593648783899,28.00415770269212,burglary,critical,2026-03-15,Johannesburg CBD
-26.186257009850177,28.043303706824084,robbery,high,2025-09-22,Johannesburg CBD
-26.177390866627732,28.056724841556072,robbery,high,2025-05-17,Johannesburg CBD
-26.152414792053744,28.069677529899685,carjacking,high,2026-04-25,Johannesburg CBD
-26.19836996516988,28.05712695457059,assault,medium,2025-06-08,Johannesburg CBD
-26.217704352705876,28.06413824664558,carjacking,critical,2026-03-05,Johannesburg CBD
-26.170481380523128,28.027156015403424,carjacking,medium,2025-08-27,Johannesburg CBD
-26.22291677487379,28.06518600909972,robbery,medium,2025-09-20,Johannesburg CBD
-26.206102857929437,28.006409187710773,theft,low,2026-04-05,Johannesburg CBD
-26.242154361865772,28.07158533248484,carjacking,high,2025-10-10,Johannesburg CBD
-26.247464925658456,28.043807390092297,theft,high,2025-07-20,Johannesburg CBD
-26.153735158532207,28.065383821597,theft,medium,2025-04-09,Johannesburg CBD
-26.166401987948777,28.036185462761463,assault,low,2025-10-04,Johannesburg CBD
-26.18040257939063,28.05148621561572,theft,high,2025-12-21,Johannesburg CBD
-26.209104705558573,28.042112212874887,robbery,low,2025-12-29,Johannesburg CBD
-26.232670567992916,28.058527161740425,burglary,high,2026-05-11,Johannesburg CBD
-26.23435629573289,28.006530398562447,burglary,critical,2025-06-10,Johannesburg CBD
-26.22497571018354,28.004828166719246,murder,medium,2025-03-26,Johannesburg CBD
-26.195077333529387,28.019768258720813,carjacking,medium,2025-05-09,Johannesburg CBD
-26.178540407729994,28.012763574409053,robbery,high,2025-04-14,Johannesburg CBD
-26.183980262328227,28.069742685327373,theft,high,2026-02-12,Johannesburg CBD
-26.222006610305407,28.017537118988642,burglary,medium,2025-01-23,Johannesburg CBD
-26.15451347193368,28.07806922046553,robbery,critical,2026-02-14,Johannesburg CBD
-26.176210308330422,28.026951663341688,burglary,low,2025-11-15,Johannesburg CBD
-26.194564594748858,28.014569433255097,theft,medium,2025-02-10,Johannesburg CBD
-26.188827925376565,28.063175880571396,burglary,high,2025-06-03,Johannesburg CBD
-26.20803999375722,28.05269662204007,carjacking,high,2025-07-30,Johannesburg CBD
-26.225226901049883,28.03985565731625,carjacking,low,2026-02-07,Johannesburg CBD
-26.21440273213487,28.04442908407501,murder,high,2025-07-26,Johannesburg CBD
-26.174215388953563,28.057536142261778,murder,medium,2026-01-16,Johannesburg CBD
-26.248560651137023,28.018276379306503,burglary,medium,2025-09-05,Johannesburg CBD
-26.238392735949308,28.079706713284537,robbery,low,2025-06-22,Johannesburg CBD
-26.245399735797825,28.07798345297174,carjacking,high,2025-01-03,Johannesburg CBD
-26.2459271197681,28.052026054907753,robbery,low,2025-08-20,Johannesburg CBD
-26.164453941598897,28.01596339607433,robbery,medium,2026-04-25,Johannesburg CBD
-26.179634214061995,28.054418259394502,burglary,medium,2025-02-20,Johannesburg CBD
-26.202582617091267,28.005775872718335,robbery,high,2026-05-06,Johannesburg CBD
-26.2402165839349,28.002452200176464,carjacking,high,2026-04-30,Johannesburg CBD
-26.200838412488316,28.020614631080896,theft,high,2025-07-13,Johannesburg CBD
-26.202652822921944,28.037009836539145,murder,medium,2025-11-25,Johannesburg CBD
-26.232679813009,28.06946180043267,theft,high,2026-01-18,Johannesburg CBD
-26.206614835076202,28.058173525581303,robbery,medium,2025-01-20,Johannesburg CBD
-26.21014952656026,28.059416521695997,theft,high,2025-12-06,Johannesburg CBD
-26.188414990194776,28.034039466755846,carjacking,critical,2025-05-10,Johannesburg CBD
-26.186490634913234,28.027674799403755,carjacking,low,2025-12-05,Johannesburg CBD
