latitude,longitude,report_type,risk_level,timestamp
-26.216238482859637,28.042569078821224,suspicious_activity,5,2025-11-09
-26.155709029608747,28.008573760907183,unsafe_condition,1,2025-08-01
-26.217679706797924,28.035792989345875,unsafe_condition,2,2025-09-17
-26.198120937825664,28.0426093813164,safe_area,1,2025-06-19
-26.179698104110482,28.019397640290777,unsafe_condition,0,2025-07-22
-26.21363703976207,28.02153945847595,suspicious_activity,1,2025-11-18
-26.152821791727902,28.03018273304837,suspicious_activity,0,2025-09-09
-26.153755270505787,28.001605695822217,unsafe_condition,0,2026-01-10
-26.224821770417464,28.025766333246654,suspicious_activity,1,2025-11-07
-26.20027514941076,28.016915840559722,safe_area,2,2025-10-24
-26.219912169018322,28.02619978817423,dangerous_area,5,2026-02-05
-26.221515950562253,28.00958097054554,safe_area,4,2025-07-23
-26.24631130526455,28.07124218245919,safe_area,4,2026-05-01
-26.18904356660201,28.04748739628432,suspicious_activity,5,2026-04-19
-26.199732097677114,28.054328185531556,dangerous_area,0,2026-02-16
-26.244852124875003,28.063133699088585,suspicious_activity,0,2025-07-26
-26.222135353576338,28.039875375914324,lighting_issue,2,2026-01-23
-26.159173411403334,28.006953623046993,suspicious_activity,3,2026-02-16
-26.2260438109333,28.042968523345483,suspicious_activity,1,2026-03-01
-26.235510512790878,28.04694728944167,suspicious_activity,0,2026-04-26
-26.20105472397224,28.059635157934746,dangerous_area,4,2025-06-27
-26.15143495458894,28.034532763698373,suspicious_activity,2,2025-10-24
-26.22579447284885,28.010206424223647,dangerous_area,1,2026-01-09
-26.18278644525941,28.022702072463897,unsafe_condition,2,2026-01-30
-26.173838038467128,28.02904658371189,lighting_issue,1,2025-08-25
-26.22623624560076,28.05167337930653,dangerous_area,1,2025-08-25
-26.17717836513881,28.04566226437351,unsafe_condition,5,2026-02-28
-26.213221686728073,28.028487738071828,dangerous_area,0,2025-09-29
-26.186769416940642,28.078921219903435,dangerous_area,2,2025-08-07
-26.18664702892391,28.04846198554855,lighting_issue,2,2025-06-15
-26.196422531592525,28.01897814333888,safe_area,5,2025-08-23
-26.240971022994557,28.00814259780963,safe_area,4,2025-08-01
-26.166469750441074,28.012228731134748,dangerous_area,4,2025-06-18
-26.217921993502827,28.01967661827076,suspicious_activity,0,2026-04-05
-26.231348148960013,28.012854509860762,unsafe_condition,0,2025-11-17
-26.245922485844524,28.014925361924103,suspicious_activity,3,2025-12-16
-26.190910705681176,28.02280761349551,suspicious_activity,5,2025-12-27
-26.18224356381577,28.01386988762358,dangerous_area,4,2025-10-05
-26.248341217107214,28.071741233970112,dangerous_area,1,2025-10-30
-26.19879069417007,28.006418699652933,dangerous_area,2,2025-06-26
-26.227350422480207,28.04196091116562,dangerous_area,0,2025-10-22
-26.185482720959055,28.03283174615917,safe_area,2,2026-03-10
-26.2325633570995,28.078590289352686,dangerous_area,2,2025-09-20
-26.18090622618975,28.008963112173443,safe_area,3,2026-05-17
-26.211326465369947,28.031828447923658,safe_area,4,2026-02-02
-26.156327001126325,28.07755763466203,dangerous_area,0,2025-12-17
-26.2362479055854,28.069240570071518,lighting_issue,2,2025-08-18
-26.215893364894974,28.065365765675942,unsafe_condition,0,2026-02-18
-26.23865264787594,28.020632226163595,suspicious_activity,1,2025-12-28
-26.157530638172144,28.013671006991206,safe_area,3,2025-08-26
-26.1622660646619,28.053491457593953,unsafe_condition,1,2026-03-29
-26.224205837228485,28.074350079130205,lighting_issue,0,2026-05-29
-26.18400159539658,28.044541031441113,suspicious_activity,0,2026-01-13
-26.168277779979878,28.04572901515759,suspicious_activity,4,2025-12-24
-26.194479918840052,28.022398327492823,safe_area,2,2025-10-23
-26.1970349421644,28.061559434655354,dangerous_area,2,2025-12-03
-26.225814770909956,28.0149634998846,lighting_issue,1,2025-07-19
-26.24068972321941,28.025894338912337,safe_area,3,2025-09-19
-26.160278424204666,28.03403491508931,lighting_issue,5,2026-01-13
-26.159958194283664,28.040608830294754,dangerous_area,2,2025-06-03
-26.18668985427267,28.019392778593208,dangerous_area,4,2026-03-04
-26.21609702089513,28.009186945979135,safe_area,1,2025-12-03
-26.215079042538733,28.04884960339533,dangerous_area,1,2026-01-03
-26.177404432112976,28.02309044425922,unsafe_condition,5,2026-03-30
-26.16028897400474,28.04649905771381,suspicious_activity,4,2026-03-19
-26.161291357573486,28.012349017221936,safe_area,3,2026-02-19
-26.172012445414236,28.038491208148386,lighting_issue,4,2025-06-20
-26.185796835384572,28.042607154604127,unsafe_condition,3,2025-09-18
-26.241586003500494,28.004145882945792,safe_area,4,2025-09-26
-26.233837128590537,28.026928342255513,dangerous_area,4,2025-06-08
-26.16014458114729,28.010753174155116,dangerous_area,0,2026-04-09
-26.18935709403404,28.005069997637822,dangerous_area,1,2025-08-16
-26.249080294838336,28.079196818591193,dangerous_area,4,2026-04-09
-26.239852845713397,28.025788307597978,lighting_issue,5,2025-06-28
-26.183649823089194,28.06478995566837,unsafe_condition,4,2026-03-26
-26.24949384161538,28.0203712523811,suspicious_activity,2,2025-06-01
-26.23391919485825,28.054520217777913,lighting_issue,1,2025-07-01
-26.19512662106334,28.060818228791174,lighting_issue,2,2026-05-10
-26.18081048023073,28.047651099248625,suspicious_activity,1,2025-09-19
-26.184803874049738,28.03772609508401,suspicious_activity,2,2025-09-20
-26.227573069053943,28.032947273131782,dangerous_area,4,2025-06-06
-26.178782077865247,28.02790946132344,lighting_issue,4,2025-12-23
-26.22627509125032,28.074362331539824,safe_area,0,2025-10-21
-26.21746003018407,28.066449552623016,suspicious_activity,5,2025-12-17
-26.175350859488198,28.07720215285332,suspicious_activity,2,2026-01-06
-26.18503671009528,28.009943777878842,unsafe_condition,3,2025-12-24
-26.16507765895058,28.05846939801629,safe_area,0,2026-04-02
-26.184238710769964,28.07506723654568,safe_area,2,2025-08-15
-26.193169139666452,28.01449864529325,suspicious_activity,2,2026-04-10
-26.24063252321719,28.005319701389343,dangerous_area,0,2025-06-09
-26.213228419694055,28.059289651943203,unsafe_condition,4,2025-09-01
-26.223479763231826,28.045957849054393,safe_area,2,2025-07-06
-26.22560103566209,28.06734630214066,suspicious_activity,4,2026-03-16
-26.152698944524754,28.011181790130102,safe_area,0,2025-06-13
-26.210690227533323,28.06362138494879,unsafe_condition,4,2025-07-17
-26.16079534448229,28.01613018560382,unsafe_condition,1,2025-10-25
-26.186886137400272,28.013092475429257,lighting_issue,3,2025-09-19
-26.170518869645836,28.01314126383448,suspicious_activity,2,2025-12-24
-26.19973629068948,28.06516597761851,unsafe_condition,5,2025-09-07
-26.192309611537365,28.053215777655694,lighting_issue,3,2026-04-09
-26.200748230618114,28.04184523398153,lighting_issue,4,2026-04-04
-26.230475701220197,28.02870643872988,safe_area,2,2026-01-20
-26.177754788473848,28.070176043265047,safe_area,4,2026-01-23
-26.221922763755913,28.03139560859381,lighting_issue,1,2026-01-19
-26.247568403356855,28.065327955157723,safe_area,0,2026-03-15
-26.18545277040928,28.035130792685617,unsafe_condition,2,2025-06-15
-26.232288932059294,28.030155554353993,dangerous_area,1,2025-10-26
-26.155954141564706,28.037014382853567,unsafe_condition,1,2025-06-12
-26.15460714229974,28.024110229933132,lighting_issue,2,2025-07-20
-26.158513560977955,28.0598087504141,lighting_issue,4,2025-09-24
-26.212984129974455,28.040217631207398,unsafe_condition,5,2026-05-14
-26.248454338347113,28.018577015611744,safe_area,1,2025-07-13
-26.157168143741227,28.071965965861963,safe_area,3,2026-01-19
-26.207181585168268,28.030711297709857,lighting_issue,1,2025-09-28
-26.153334518095633,28.043484228889117,suspicious_activity,5,2025-10-19
-26.153638002291075,28.072517768877162,safe_area,4,2026-04-20
-26.164699054453262,28.04993903967312,unsafe_condition,4,2025-08-07
-26.22055511079304,28.00935184325667,safe_area,3,2026-06-01
-26.21149022713981,28.075186569889077,unsafe_condition,1,2026-04-20
-26.16488633284831,28.05021664424571,lighting_issue,4,2025-08-12
-26.21830779948437,28.026792449172568,safe_area,5,2026-03-12
-26.233050725331392,28.011141765813072,unsafe_condition,2,2026-03-13
-26.194319873754164,28.063522015141622,lighting_issue,0,2025-10-07
-26.15638452258392,28.04960582047428,suspicious_activity,0,2026-03-02
-26.180397020332503,28.042676887358105,unsafe_condition,0,2026-04-11
-26.19299388299106,28.071511406644074,suspicious_activity,1,2025-07-04
-26.240282350622923,28.063087776897962,suspicious_activity,3,2026-01-29
-26.18849927733008,28.01213399037862,dangerous_area,4,2026-04-28
-26.15099461498957,28.024937765423644,safe_area,2,2025-11-29
-26.235991598476346,28.019879131185156,unsafe_condition,5,2025-09-23
-26.198167034763625,28.05951570340581,suspicious_activity,2,2025-10-08
-26.162262692807204,28.00268259477886,dangerous_area,5,2025-09-25
-26.17592313822458,28.045591174789703,lighting_issue,1,2025-08-05
-26.18029842590047,28.060996694859252,unsafe_condition,0,2026-04-29
-26.17975159160129,28.07014125094094,suspicious_activity,1,2026-01-19
-26.214050884878024,28.027366539897272,safe_area,3,2026-04-10
-26.22064081557355,28.065700584373758,dangerous_area,3,2026-04-05
-26.169063884452147,28.008850538956416,suspicious_activity,5,2026-02-02
-26.16898866053208,28.06771618333876,safe_area,4,2026-04-15
-26.16329276814199,28.010199092986557,suspicious_activity,4,2026-01-13
-26.158675944744353,28.031782983244828,unsafe_condition,5,2025-07-14
-26.198865760113904,28.063783629262364,unsafe_condition,3,2025-10-20
-26.199848370531278,28.0119933941879,unsafe_condition,3,2025-08-05
-26.17017048210332,28.01834011161861,dangerous_area,3,2025-10-23
-26.185003606922223,28.057780205471445,unsafe_condition,1,2026-05-07
-26.179803312274228,28.057602922923685,safe_area,3,2025-09-28
-26.17042073305639,28.051291810630822,suspicious_activity,2,2026-02-18
-26.160999465818243,28.05551587555737,lighting_issue,0,2025-11-07
-26.216200484314847,28.043417955467806,safe_area,3,2026-02-15
-26.212441704736005,28.020143924712556,safe_area,5,2025-09-21
-26.240601806015913,28.02765567948031,unsafe_condition,0,2025-11-12
-26.19217198590038,28.014527817344113,dangerous_area,1,2026-02-02
-26.246405772620324,28.07267604490669,suspicious_activity,5,2026-04-16
-26.203440198186755,28.046671343581288,dangerous_area,0,2025-09-06
-26.19573553652924,28.03206811334109,suspicious_activity,5,2025-11-23
-26.221345874787172,28.03696046429153,suspicious_activity,1,2026-02-18
-26.190916673943097,28.075782667168944,dangerous_area,2,2025-09-24
-26.246949975006096,28.012268112249288,safe_area,1,2025-09-01
-26.24626518112508,28.04689838656134,suspicious_activity,1,2025-11-29
-26.167739943934034,28.040471094310757,dangerous_area,5,2025-08-27
-26.213980935858874,28.048916338834772,suspicious_activity,4,2026-04-07
-26.237293948734813,28.001448814705668,lighting_issue,3,2026-04-06
-26.197775673994517,28.06976991271553,safe_area,3,2026-05-04
-26.173000644690138,28.07456946259869,unsafe_condition,2,2026-01-03
-26.228417897250317,28.045210654687136,suspicious_activity,2,2025-12-13
-26.187710952418097,28.05573206591015,lighting_issue,3,2025-10-13
-26.241465253500625,28.07379995049418,unsafe_condition,4,2025-12-30
-26.24483182788314,28.05657909074507,unsafe_condition,3,2026-04-05
-26.196864536843183,28.012203123433142,suspicious_activity,4,2026-05-18
-26.19593648783899,28.046103068813345,dangerous_area,2,2026-02-07
-26.186257009850177,28.048537203710627,suspicious_activity,0,2026-02-22
-26.177390866627732,28.03393045370419,lighting_issue,5,2025-06-03
-26.152414792053744,28.058915538849977,unsafe_condition,2,2025-08-28
-26.19836996516988,28.07474936118152,suspicious_activity,2,2026-04-17
-26.217704352705876,28.07404548103254,dangerous_area,1,2025-06-22
-26.170481380523128,28.03606714971233,suspicious_activity,1,2025-08-21
-26.22291677487379,28.00905904366726,safe_area,1,2026-03-14
-26.206102857929437,28.078787295916985,dangerous_area,5,2026-02-24
-26.242154361865772,28.067111846915672,lighting_issue,1,2026-05-22
-26.247464925658456,28.00997301449626,unsafe_condition,4,2026-02-18
-26.153735158532207,28.073667350609387,suspicious_activity,3,2026-06-01
-26.166401987948777,28.069591708964968,dangerous_area,0,2026-01-30
-26.18040257939063,28.041507044570086,safe_area,2,2025-12-05
-26.209104705558573,28.047302034859594,dangerous_area,4,2025-11-14
-26.232670567992916,28.03192021630961,safe_area,0,2026-04-03
-26.23435629573289,28.00438093110576,lighting_issue,4,2025-08-21
-26.22497571018354,28.02681577933167,unsafe_condition,4,2026-03-23
-26.195077333529387,28.06422827588784,lighting_issue,2,2025-12-03
-26.178540407729994,28.00037056184037,suspicious_activity,3,2025-12-14
-26.183980262328227,28.02667993373529,dangerous_area,1,2025-09-04
-26.222006610305407,28.031853495487276,safe_area,5,2026-04-17
-26.15451347193368,28.042991648235034,safe_area,3,2026-02-09
-26.176210308330422,28.073588449313018,dangerous_area,5,2026-03-06
-26.194564594748858,28.027707679549277,dangerous_area,2,2025-10-27
-26.188827925376565,28.027756256151697,suspicious_activity,2,2025-07-25
-26.20803999375722,28.059000099848777,lighting_issue,2,2026-03-08
-26.225226901049883,28.036177435271185,safe_area,0,2025-07-29
-26.21440273213487,28.017968385835196,suspicious_activity,5,2026-03-14
-26.174215388953563,28.036195161290614,lighting_issue,3,2025-09-13
-26.248560651137023,28.011268561630384,suspicious_activity,3,2025-07-12
-26.238392735949308,28.014110958920497,safe_area,4,2025-10-28
-26.245399735797825,28.03986942181916,dangerous_area,4,2026-01-28
-26.2459271197681,28.033514035960362,dangerous_area,4,2026-04-05
-26.164453941598897,28.073187672085446,lighting_issue,2,2025-06-08
-26.179634214061995,28.02899151192933,unsafe_condition,3,2026-01-12
-26.202582617091267,28.046447068022243,lighting_issue,5,2025-10-01
-26.2402165839349,28.05058114303356,unsafe_condition,2,2025-08-18
-26.200838412488316,28.001047556527066,suspicious_activity,0,2025-08-22
-26.202652822921944,28.053082989761336,suspicious_activity,4,2025-06-02
-26.232679813009,28.01424287734958,safe_area,2,2025-10-27
-26.206614835076202,28.076885625397555,unsafe_condition,2,2026-05-03
-26.21014952656026,28.01189301822025,safe_area,0,2025-12-26
-26.188414990194776,28.03316992989816,dangerous_area,1,2025-10-01
-26.186490634913234,28.006827973446292,unsafe_condition,3,2026-05-02
-26.245469599022794,28.079749940147675,lighting_issue,5,2026-04-08
-26.21253873853735,28.040175600826498,dangerous_area,1,2026-02-18
-26.187414008428576,28.0476308013856,dangerous_area,4,2026-04-03
-26.19968637414199,28.005366118191073,lighting_issue,2,2025-09-06
-26.164351015881167,28.05999683763193,dangerous_area,0,2025-08-18
-26.184130636838105,28.016792447447646,unsafe_condition,0,2025-09-26
-26.233706557291857,28.071844343155256,safe_area,3,2025-09-26
-26.242943125259956,28.01641117123856,dangerous_area,1,2026-01-04
-26.185758072179368,28.015255017653093,unsafe_condition,3,2026-05-30
-26.24734886894584,28.002923973427848,suspicious_activity,2,2025-12-09
-26.191422441872653,28.037765355608798,unsafe_condition,3,2025-07-20
-26.155976975857502,28.04518729066101,safe_area,5,2026-04-16
-26.19245258221241,28.00525669115427,unsafe_condition,0,2026-01-08
-26.211183007379347,28.0620422093356,lighting_issue,0,2025-12-09
-26.185671178155765,28.036263106779842,safe_area,4,2026-01-10
-26.20417471095085,28.041951221546206,suspicious_activity,4,2025-10-21
-26.195438321068405,28.03526101975506,lighting_issue,2,2025-12-03
-26.155853519122346,28.032061044870026,unsafe_condition,5,2025-10-05
-26.21138973621992,28.044771226504658,safe_area,1,2026-03-01
-26.153880943617608,28.012419219674456,suspicious_activity,3,2026-05-27
-26.159464935804394,28.01455425043962,lighting_issue,2,2025-07-01
-26.23042088652107,28.06894284968108,suspicious_activity,4,2026-04-26
-26.243063869912483,28.07568923697069,unsafe_condition,3,2025-07-03
-26.239922199862256,28.02986474530238,suspicious_activity,4,2025-06-02
-26.248177817434843,28.021659573851483,dangerous_area,3,2026-02-18
-26.240555703924407,28.05151996345912,lighting_issue,1,2025-06-18
-26.181699322658364,28.032698733687848,suspicious_activity,2,2026-01-10
-26.242881135153976,28.002030908452827,unsafe_condition,3,2026-02-05
-26.218102436970625,28.012492207789293,unsafe_condition,5,2025-11-30
-26.165512468903053,28.05727777830779,suspicious_activity,0,2025-10-20
-26.24767280642642,28.05271391535281,unsafe_condition,5,2025-06-29
-26.168553151741104,28.00216767940028,safe_area,5,2026-04-18
-26.22181452252266,28.017757772954635,safe_area,0,2026-05-25
-26.238183517237836,28.018485983727047,safe_area,5,2026-04-25
-26.180326283463582,28.0537514194879,dangerous_area,3,2025-08-10
-26.187105715322012,28.00157684302035,suspicious_activity,3,2026-05-10
-26.162252798647295,28.008328686558766,dangerous_area,3,2025-11-07
-26.17649289561961,28.063993286829852,unsafe_condition,0,2026-03-12
-26.169651906961516,28.014283572964345,dangerous_area,5,2026-02-02
-26.22179654274287,28.05221968862815,unsafe_condition,0,2026-03-30
-26.232256045622027,28.019054622483736,unsafe_condition,3,2025-11-10
-26.174938524835913,28.007955311420748,lighting_issue,5,2026-02-18
-26.169316526073274,28.019453775279956,safe_area,5,2025-12-02
-26.15094948579993,28.057781354548453,unsafe_condition,4,2026-01-16
-26.208738232308857,28.0684557174485,lighting_issue,4,2025-08-29
-26.21279819142072,28.066417589165358,safe_area,1,2026-01-04
-26.1723587039258,28.031774682369477,unsafe_condition,2,2025-06-07
-26.215919645974697,28.05344681092565,unsafe_condition,4,2025-06-03
-26.156924267439642,28.016398743633264,dangerous_area,0,2026-04-13
-26.164158724815696,28.02345181842088,dangerous_area,4,2026-01-23
-26.207100597262496,28.071706865481687,safe_area,1,2025-06-14
-26.17491289322085,28.001040153880858,unsafe_condition,5,2025-11-24
-26.17454571259153,28.006840682468358,suspicious_activity,1,2025-06-22
-26.239687613116406,28.01663090041168,dangerous_area,5,2025-12-11
-26.159744709332042,28.002122576309905,safe_area,5,2025-11-15
-26.199474762755212,28.014514834807184,unsafe_condition,2,2025-07-17
-26.167354253389224,28.046643324877575,unsafe_condition,4,2026-01-02
-26.217995039896937,28.0337139640474,suspicious_activity,0,2025-08-29
-26.16044767715038,28.071413736886157,safe_area,0,2026-05-26
-26.211079832126583,28.065395484939074,unsafe_condition,3,2026-04-24
-26.24891623485197,28.027345388135828,dangerous_area,5,2025-06-11
-26.159461802358074,28.020753874674504,suspicious_activity,0,2026-01-10
-26.240871332321387,28.03037539265338,safe_area,2,2025-08-01
-26.218068636240957,28.047223595401185,suspicious_activity,5,2026-01-01
-26.154993803294918,28.02144509126583,dangerous_area,2,2025-12-14
-26.15493928530624,28.04993191262793,safe_area,0,2026-04-11
-26.19265621118767,28.0327529321753,suspicious_activity,0,2025-07-16
-26.18681627878302,28.044163774468156,lighting_issue,3,2025-08-25
-26.205155447802166,28.034890122330825,dangerous_area,0,2026-04-22
-26.220678922830192,28.023557260763354,dangerous_area,5,2025-08-27
-26.217133545463007,28.07587626455697,dangerous_area,5,2026-05-26
-26.182748154392296,28.06108846353278,lighting_issue,5,2026-01-13
-26.174762547056233,28.011209054061315,lighting_issue,3,2025-08-19
-26.170842095627414,28.069477438071832,unsafe_condition,3,2026-01-25
-26.171038185720544,28.03899449585996,suspicious_activity,0,2026-04-20
