latitude,longitude,street_lighting_score,crowd_density,weather,day_of_week,hour_of_day,timestamp
-26.22190654903126,28.01185071376131,0.6418745722328542,0.21759507882384319,clear,2,9,2025-07-19 02:00:00
-26.195730391684176,28.052306397106214,0.28897865241238435,0.3483382914166028,clear,5,19,2026-05-12 14:00:00
-26.235907577502523,28.054496740625723,0.2755003372154346,0.2262490856396112,clear,6,1,2025-11-13 04:00:00
-26.169780301924593,28.06017239138061,0.6107231773684175,0.37608443583888496,clear,5,13,2025-09-23 06:00:00
-26.242544935632022,28.040286151707086,0.6758672173505835,0.14428785735681654,clear,1,9,2025-10-03 13:00:00
-26.151311306339945,28.07152436841631,0.4539093610244655,0.1342050072146206,fog,6,17,2025-10-02 12:00:00
-26.17277552307033,28.074907420271856,0.6733332700701217,0.3271224867059384,storm,1,8,2025-09-29 07:00:00
-26.230128431846584,28.0645896751834,0.1248306852658633,0.687276588581287,clear,1,20,2026-04-14 01:00:00
-26.24944778828764,28.050847478560655,0.8227530170863895,0.2724076690662821,rain,4,20,2026-01-23 14:00:00
-26.168453857154514,28.024297676287294,0.6214413769774504,0.10179477670666505,fog,5,4,2025-08-03 04:00:00
-26.179314265615236,28.078635593729615,0.6548740413130312,0.2688431784073843,clear,2,19,2025-07-22 10:00:00
-26.1770992831959,28.021930893375355,0.6693206429493559,0.6620059653497614,clear,0,15,2025-12-15 15:00:00
-26.172872965331404,28.016212553759235,0.6436214636909092,0.6519686156996081,clear,6,21,2025-09-25 14:00:00
-26.24259553482659,28.035372329102927,0.10853347117748983,0.3285824458535921,clear,4,17,2025-08-19 03:00:00
-26.214153427145572,28.00454724565699,0.400484448211326,0.362585585230624,clear,5,7,2025-10-11 21:00:00
-26.238413094047488,28.07827955717374,0.4297044182697455,0.757824558563435,clear,2,7,2026-05-30 13:00:00
-26.16368965741244,28.047074684513312,0.12845684670792515,0.17153040306895412,clear,4,15,2025-09-14 14:00:00
-26.187670187317245,28.044556167333134,0.7505977477647261,0.44005884447764615,storm,3,11,2026-03-20 23:00:00
-26.216910197514736,28.052463702391975,0.6216636941677913,0.6159242734285584,fog,4,5,2025-08-16 09:00:00
-26.243644164971396,28.039761891822177,0.3903312956245334,0.18653625871100474,storm,6,8,2026-01-11 18:00:00
-26.218901767828434,28.002565081367564,0.6949229172635231,0.18812192917507528,fog,3,9,2025-10-25 08:00:00
-26.217481667797326,28.048984903107232,0.666970077546596,0.07710879792031902,clear,4,9,2026-02-27 09:00:00
-26.177039382166193,28.057293910156513,0.1725327479763197,0.27920542359299916,clear,0,14,2025-11-22 08:00:00
-26.186244252864476,28.033339924849923,0.5380892134602355,0.42563819642241757,rain,6,18,2026-01-07 04:00:00
-26.161278725742367,28.060583645765693,0.16155617837889064,0.504116943564558,fog,5,16,2026-01-20 17:00:00
-26.202778507483803,28.018160103947075,0.1885518928174888,0.1917352738962277,clear,3,9,2026-05-10 20:00:00
-26.23804057540617,28.017702127285293,0.3177841874192841,0.08666541110944827,clear,3,3,2026-03-24 19:00:00
-26.1786755212777,28.012913359015005,0.3546734851104436,0.40641819601647394,clear,3,14,2026-05-18 01:00:00
-26.17392149513831,28.029759580783132,0.3749353119702007,0.47636262468717133,clear,1,9,2025-07-25 15:00:00
-26.19387228024305,28.067760962831127,0.3314970944195133,0.26407491435513647,clear,5,2,2025-09-24 05:00:00
-26.172903282004544,28.066232964971924,0.500496141054725,0.2427922896704931,clear,2,21,2026-01-10 02:00:00
-26.20062044036356,28.03062593663708,0.5474589416792905,0.051886499957898215,storm,2,20,2025-11-27 18:00:00
-26.1977267170618,28.04712949887842,0.8123152045060401,0.3092609636175143,clear,4,15,2025-09-02 06:00:00
-26.207245898164146,28.057665305317993,0.6376288714263721,0.7213468155828315,clear,2,18,2025-09-30 07:00:00
-26.24745808732559,28.01929654197024,0.528177555615212,0.12763043440905056,fog,5,11,2025-06-01 12:00:00
-26.23921085730067,28.01345128687158,0.7641984425217304,0.15827776905333557,clear,4,7,2025-11-12 03:00:00
-26.246857081431326,28.077767679456983,0.26162746099921197,0.24375077326812644,clear,6,23,2026-02-16 09:00:00
-26.186358958873623,28.04940458505677,0.6466959665831346,0.30041744281372174,clear,3,9,2025-11-03 12:00:00
-26.218564401892365,28.078513257746692,0.3602196305185094,0.053060230740635796,fog,2,8,2025-09-02 18:00:00
-26.19914293088353,28.027020478970577,0.7521642988751636,0.3513051830010722,clear,4,10,2026-03-30 00:00:00
-26.15924335260739,28.056242535997928,0.6290869966459206,0.35764974520696274,clear,3,9,2025-08-08 14:00:00
-26.22507077708511,28.0178082909233,0.305133425351378,0.15915063262951842,clear,5,10,2026-05-02 13:00:00
-26.208961707696435,28.02089601370191,0.8151122178000443,0.17191780460879993,clear,1,5,2025-10-31 21:00:00
-26.174444886145693,28.04095216970157,0.6682503315247187,0.2918877625164058,rain,0,7,2026-04-24 21:00:00
-26.227120183450836,28.025569450040646,0.44253491924502647,0.1593776138712682,clear,2,18,2025-11-17 04:00:00
-26.24230200901712,28.013409725107245,0.18520344526031418,0.2704382034701014,clear,3,9,2026-05-29 19:00:00
-26.221024854708624,28.021030456159146,0.5173018934343717,0.4519228480463036,clear,0,13,2025-10-01 11:00:00
-26.2338778712746,28.00285987155727,0.6774235189470644,0.4378295786041507,clear,0,22,2026-03-30 09:00:00
-26.15703023476574,28.0563538897182,0.7518257349383635,0.23689599944232884,clear,4,23,2025-11-18 12:00:00
-26.16918796204356,28.039369332566867,0.524301521773277,0.4600016256874786,clear,1,1,2026-02-20 07:00:00
-26.186659624348955,28.00753944531236,0.3976003970098692,0.28119298393259695,clear,4,4,2025-10-28 01:00:00
-26.162853940981226,28.01373551945028,0.8601733569613024,0.49223675887623625,clear,6,17,2026-02-13 08:00:00
-26.169632792310086,28.00820276304901,0.4662510255502458,0.3539240523289437,clear,1,8,2026-03-31 09:00:00
-26.231342994111397,28.04900742466207,0.5039886906842453,0.2903231788694921,clear,0,7,2025-12-20 09:00:00
-26.160744100151,28.007536829089,0.3119165163856091,0.549108196597368,rain,0,0,2026-04-26 07:00:00
-26.196065775808435,28.060342586642815,0.7372024832692582,0.16856742016297907,clear,6,3,2025-10-03 05:00:00
-26.16925598448359,28.001640873545632,0.6633898013758696,0.23098173332429212,rain,5,14,2025-10-14 02:00:00
-26.16039087000765,28.01995006303967,0.2091512357570461,0.12214155631409256,clear,2,12,2025-06-04 18:00:00
-26.218199652502815,28.07125333407135,0.7666718989675153,0.16863814057703325,fog,6,5,2026-01-18 03:00:00
-26.238994807547233,28.05748250544978,0.8251517209610062,0.23512611691484597,clear,0,0,2026-03-03 13:00:00
-26.227206483745807,28.005837466634055,0.5635464147795973,0.599764797041375,clear,6,5,2026-04-23 23:00:00
-26.207289221137373,28.065690088358814,0.3253258528908927,0.30470974333266465,clear,5,10,2025-11-10 18:00:00
-26.16819852340775,28.039442809723216,0.7376858051165417,0.19379365304080032,clear,5,5,2025-10-13 11:00:00
-26.163926941674365,28.067742642173506,0.6326744841061205,0.34384645996687285,clear,4,14,2026-02-16 05:00:00
-26.24930478694688,28.04805918195603,0.09762262513049906,0.16808668433070614,rain,6,13,2025-11-04 10:00:00
-26.198925269742244,28.054546642562627,0.5483440928617945,0.23259382583415203,storm,4,4,2026-01-20 23:00:00
-26.20825889968512,28.079480124831655,0.27592740007868527,0.22430134238435862,clear,0,13,2025-10-01 03:00:00
-26.22778921895293,28.018586843673923,0.8508607341385823,0.3881961129663292,clear,0,0,2026-01-18 09:00:00
-26.238013463266633,28.04991564598091,0.40624417968788407,0.46070270081458664,clear,1,5,2025-12-02 15:00:00
-26.216238482859637,28.036825711204592,0.4127106844920661,0.37783062681847746,clear,0,3,2026-05-15 15:00:00
-26.155709029608747,28.003156156233814,0.10918686688367751,0.42666680809075674,clear,6,0,2025-06-06 19:00:00
-26.217679706797924,28.00115765132023,0.5474996739612767,0.5233468960419022,clear,0,9,2025-09-11 11:00:00
-26.198120937825664,28.00953828622543,0.7125217190334325,0.14947159830675508,rain,5,0,2025-10-12 14:00:00
-26.179698104110482,28.051927339243083,0.5550687784280028,0.15253293135337004,clear,4,17,2025-08-19 13:00:00
-26.21363703976207,28.04537304703307,0.16826836286627359,0.07704415357321591,clear,6,13,2026-01-22 22:00:00
-26.152821791727902,28.0442743648931,0.20980774805147803,0.44076997943404467,storm,5,5,2026-04-26 02:00:00
-26.153755270505787,28.00254854100226,0.5623649211300903,0.23830327880963964,clear,6,1,2026-03-21 00:00:00
-26.224821770417464,28.0375442397088,0.7339946905409649,0.1947118623144905,fog,4,23,2025-09-23 16:00:00
-26.20027514941076,28.0739698254274,0.5389326605419766,0.5097027889936937,fog,4,3,2026-04-30 16:00:00
-26.219912169018322,28.031807349544852,0.30195191035509455,0.35514251166025296,clear,6,15,2025-12-08 06:00:00
-26.221515950562253,28.049993797583074,0.6994804856821041,0.11838792048077809,clear,5,16,2025-09-27 16:00:00
-26.24631130526455,28.06238549404985,0.37869844221965127,0.7171780496180064,storm,2,19,2026-01-09 05:00:00
-26.18904356660201,28.06271402233135,0.6299886131958224,0.3596578787037326,storm,1,0,2025-11-14 19:00:00
-26.199732097677114,28.04154240659162,0.15726019187234427,0.4137150741904707,clear,1,23,2026-03-18 19:00:00
-26.244852124875003,28.068636155632184,0.7053741423481575,0.40802642780917686,rain,0,0,2025-06-20 08:00:00
-26.222135353576338,28.0313102474691,0.4452927874717223,0.05169439943452202,fog,0,5,2025-10-14 00:00:00
-26.159173411403334,28.071095457182782,0.673817850815726,0.3060028828551923,clear,5,9,2025-06-09 14:00:00
-26.2260438109333,28.019218173311643,0.7215693718197305,0.10442310144303263,clear,3,17,2025-12-22 17:00:00
-26.235510512790878,28.022417312559245,0.3836548245807131,0.3551658723877939,fog,4,10,2025-10-16 15:00:00
-26.20105472397224,28.00424964993592,0.5186291094224114,0.17826179726569813,fog,1,3,2025-07-22 18:00:00
-26.15143495458894,28.06364654692338,0.9320801274762213,0.6364206875664463,storm,3,14,2025-07-18 05:00:00
-26.22579447284885,28.033364418898614,0.5165612279257497,0.20324403639823718,rain,2,14,2025-12-05 08:00:00
-26.18278644525941,28.018329329112913,0.44412281834003015,0.4261900137597936,clear,2,5,2026-04-28 12:00:00
-26.173838038467128,28.018543222209328,0.8349977313396509,0.01073021514204047,clear,6,9,2026-01-18 21:00:00
-26.22623624560076,28.072111995298336,0.6297597887127883,0.6164100164991364,storm,6,9,2025-09-03 19:00:00
-26.17717836513881,28.066713328036883,0.5381881402434878,0.6706461873178506,clear,6,16,2025-10-13 01:00:00
-26.213221686728073,28.044282470828573,0.17824104192856635,0.4492869798131641,clear,6,7,2026-05-01 06:00:00
-26.186769416940642,28.049288864033258,0.5653379717982527,0.015972354973928772,clear,6,12,2025-11-20 20:00:00
-26.18664702892391,28.037946045644023,0.35663401562706865,0.5227848913257538,clear,5,11,2025-08-21 03:00:00
-26.196422531592525,28.031333323430303,0.8605256574222956,0.7574981992127352,rain,4,18,2026-01-18 16:00:00
-26.240971022994557,28.073238150497463,0.45030699792922063,0.1750170539118973,clear,6,5,2026-02-19 13:00:00
-26.166469750441074,28.010049016281624,0.43016165368294135,0.48308011352282715,clear,1,22,2025-08-16 17:00:00
-26.217921993502827,28.0334757431773,0.6627771150888715,0.0927264662577901,clear,5,12,2025-07-07 15:00:00
-26.231348148960013,28.02756495263903,0.7415278188061228,0.05232731874367597,clear,3,12,2026-02-14 09:00:00
-26.245922485844524,28.03985205762009,0.6974690947322071,0.23719279998751705,clear,0,19,2026-04-29 10:00:00
-26.190910705681176,28.036610549963612,0.7209231454056292,0.07343636049221675,fog,5,14,2025-06-11 14:00:00
-26.18224356381577,28.041511162532085,0.7279085479216724,0.2513557007599318,rain,6,15,2025-09-22 17:00:00
-26.248341217107214,28.01119351817816,0.10026996272293058,0.366941831429253,clear,4,19,2025-12-19 21:00:00
-26.19879069417007,28.04105132012106,0.36020635559949266,0.2310743046983273,clear,4,17,2025-11-10 03:00:00
-26.227350422480207,28.019393505110976,0.6531555303026784,0.07600278126299255,clear,4,1,2025-12-05 18:00:00
-26.185482720959055,28.014746507919057,0.2050984702983743,0.3629259116877232,clear,0,16,2025-09-12 20:00:00
-26.2325633570995,28.005186737502896,0.725913937508767,0.22296276037453688,clear,5,6,2025-06-30 03:00:00
-26.18090622618975,28.06101220470049,0.7312738288859575,0.21019721636029917,clear,4,14,2025-06-29 01:00:00
-26.211326465369947,28.034195353668522,0.21614942928732467,0.35999957319871545,clear,3,0,2025-08-25 05:00:00
-26.156327001126325,28.05013149466494,0.3242437246729079,0.22872758581122357,clear,0,4,2026-04-01 14:00:00
-26.2362479055854,28.058207467464378,0.34711943620686503,0.10756952406844004,clear,5,4,2026-04-05 09:00:00
-26.215893364894974,28.054345333225083,0.7130255614630937,0.3615859518113568,clear,5,11,2026-05-04 13:00:00
-26.23865264787594,28.037640057527174,0.3497452598548623,0.08767183426417721,clear,6,11,2025-12-14 04:00:00
-26.157530638172144,28.03103188231614,0.2840247739438061,0.2243120079511434,clear,2,8,2026-02-11 23:00:00
-26.1622660646619,28.030076792771254,0.6547451695942672,0.1145555096481002,storm,2,15,2025-06-14 00:00:00
-26.224205837228485,28.051203903754402,0.5613599480160556,0.5261925673415275,rain,4,8,2025-09-15 23:00:00
-26.18400159539658,28.03958354839535,0.5304216510796204,0.3639435208910426,clear,0,16,2025-07-02 21:00:00
-26.168277779979878,28.06793057983908,0.4776548655382103,0.3083654911293287,clear,5,21,2025-07-20 03:00:00
-26.194479918840052,28.069976158746137,0.6514979676121347,0.5228418201710724,clear,5,13,2026-03-20 11:00:00
-26.1970349421644,28.013644830240523,0.3917064562061385,0.37254532709213317,clear,3,18,2025-11-22 23:00:00
-26.225814770909956,28.010898692123657,0.40300701651146786,0.5666865656759865,clear,1,16,2025-08-28 09:00:00
-26.24068972321941,28.050432074082877,0.22510575106840808,0.18617846690870976,clear,5,23,2025-07-13 03:00:00
-26.160278424204666,28.02409805984498,0.7941199852390728,0.5013192661394447,clear,3,21,2025-12-18 01:00:00
-26.159958194283664,28.001485657501206,0.3284798957269093,0.1387354839968231,clear,0,20,2026-03-19 00:00:00
-26.18668985427267,28.071091413549034,0.06613829784158905,0.22484210037663585,rain,0,5,2026-04-06 10:00:00
-26.21609702089513,28.018152061379503,0.4620244604859085,0.35365818435333274,clear,3,15,2026-02-24 09:00:00
-26.215079042538733,28.074342452134864,0.3384566525020586,0.6844857676800955,clear,0,2,2025-12-27 18:00:00
-26.177404432112976,28.05739475607026,0.7990177254712909,0.6477723265452707,clear,4,8,2026-05-23 17:00:00
-26.16028897400474,28.061012279192916,0.707030385367808,0.2219385918849738,clear,4,15,2025-09-30 20:00:00
-26.161291357573486,28.016116919663453,0.3481357183795332,0.04005508031852466,storm,4,5,2026-04-05 11:00:00
-26.172012445414236,28.018735554049346,0.29368708108424074,0.33355810691007726,clear,2,5,2025-10-06 04:00:00
-26.185796835384572,28.041701420305923,0.8864285592448092,0.2955028869801215,clear,6,18,2025-07-16 11:00:00
-26.241586003500494,28.01376798821199,0.3204962372955459,0.727925047016652,clear,6,14,2025-09-11 16:00:00
-26.233837128590537,28.024434535414642,0.7874873051136351,0.11622130867114108,clear,0,11,2026-01-26 04:00:00
-26.16014458114729,28.025716998235822,0.7757983865061334,0.20448145506798746,storm,6,1,2025-08-07 11:00:00
-26.18935709403404,28.012770394660222,0.22772785960667696,0.5623505579166346,clear,4,19,2025-12-15 16:00:00
-26.249080294838336,28.01641462667161,0.6429004356125124,0.061460968473220634,clear,6,0,2026-05-31 11:00:00
-26.239852845713397,28.06308414736066,0.5412920834028193,0.4809207282031502,clear,0,4,2025-08-04 18:00:00
-26.183649823089194,28.013375668363782,0.5579775514726593,0.5346244791518708,clear,5,12,2025-09-08 02:00:00
-26.24949384161538,28.002276591347513,0.5854726561792133,0.12889494623152464,clear,1,6,2025-12-16 11:00:00
-26.23391919485825,28.050348395410314,0.7608268951622353,0.6972474796775744,clear,4,3,2025-12-07 06:00:00
-26.19512662106334,28.078078649551394,0.6719118764402425,0.051135121382134524,rain,1,19,2025-07-23 02:00:00
-26.18081048023073,28.02649710516985,0.2565283975036206,0.38988707160014346,clear,1,2,2025-08-01 14:00:00
-26.184803874049738,28.0094924562557,0.3590585593196646,0.6892139803624779,clear,6,12,2026-01-03 21:00:00
-26.227573069053943,28.0456309860294,0.8747106420648288,0.12767991946840246,clear,1,17,2026-03-13 19:00:00
-26.178782077865247,28.07250833688765,0.7823807990591486,0.1017222579870541,fog,2,18,2025-09-21 20:00:00
-26.22627509125032,28.06272494238628,0.8111677100964138,0.13812261989386598,clear,5,8,2025-07-01 13:00:00
-26.21746003018407,28.049801269473015,0.10097369322860873,0.5555736259467484,clear,2,10,2025-09-22 09:00:00
-26.175350859488198,28.025204519728607,0.5775302890513104,0.5129521123448486,rain,3,19,2026-05-23 17:00:00
-26.18503671009528,28.043350413862097,0.8452073807031992,0.3756190846032493,clear,5,19,2026-05-12 16:00:00
-26.16507765895058,28.00729958730434,0.49476513515409337,0.30206158261273625,clear,2,12,2025-12-02 13:00:00
-26.184238710769964,28.05431563394245,0.8320258738151503,0.5282757854444795,clear,2,11,2026-05-18 12:00:00
-26.193169139666452,28.05800768151181,0.4517160169740752,0.2813090481246888,rain,2,21,2026-01-14 03:00:00
-26.24063252321719,28.077202529832793,0.2275710508466892,0.10822204477240718,clear,1,16,2026-05-29 17:00:00
-26.213228419694055,28.020831788699606,0.4732040999565822,0.1969334073238307,rain,1,6,2026-02-07 07:00:00
-26.223479763231826,28.001476513523443,0.16715237370095223,0.45106630261801384,clear,6,18,2026-03-13 13:00:00
-26.22560103566209,28.04364867715417,0.4074534885797074,0.299421812000625,fog,1,5,2025-12-09 01:00:00
-26.152698944524754,28.056543240351743,0.2699371306193328,0.09537065826774399,clear,1,10,2026-02-25 08:00:00
-26.210690227533323,28.063232598070638,0.6745391580127713,0.31548508736083813,clear,5,9,2025-07-19 13:00:00
-26.16079534448229,28.015499114641983,0.09860513498378691,0.4358982631567116,clear,0,7,2025-10-07 16:00:00
-26.186886137400272,28.02094022952296,0.5419522618504421,0.8086347810596775,fog,3,7,2026-03-27 16:00:00
-26.170518869645836,28.041007274021382,0.8422026938559107,0.29908731600165156,clear,1,7,2026-04-03 06:00:00
-26.19973629068948,28.0264480647976,0.6268497472010741,0.46902509417777877,clear,3,7,2025-12-24 22:00:00
-26.192309611537365,28.068840918926995,0.8332773534224648,0.5665994432031726,rain,2,15,2025-07-20 05:00:00
-26.200748230618114,28.037900812299096,0.7774817604202865,0.29143569741318753,fog,5,13,2025-09-09 13:00:00
-26.230475701220197,28.06396629152816,0.8390607034344807,0.5840228780093879,clear,6,2,2026-05-19 09:00:00
-26.177754788473848,28.046449580838587,0.9434182441448153,0.0597394861429363,fog,3,7,2025-12-26 01:00:00
-26.221922763755913,28.06184721132937,0.2522288255060931,0.17414003634951122,clear,6,1,2025-06-22 06:00:00
-26.247568403356855,28.026613838922426,0.33670857557813727,0.5103952978718744,clear,6,5,2025-12-15 08:00:00
-26.18545277040928,28.066513329754425,0.7615449122418282,0.20533537455330853,rain,5,3,2025-11-30 07:00:00
-26.232288932059294,28.02196578524408,0.2689639920081728,0.45165046867886177,clear,6,15,2026-01-10 10:00:00
-26.155954141564706,28.04368790464026,0.5021166235512633,0.6992190277268817,clear,5,10,2025-11-01 15:00:00
-26.15460714229974,28.01712056905391,0.7712102177882028,0.06217548301340223,rain,2,13,2025-08-20 05:00:00
-26.158513560977955,28.038042121730093,0.8737981427585149,0.34247344300102184,clear,6,17,2026-03-31 05:00:00
-26.212984129974455,28.025454016760694,0.454653667170696,0.20195999916395144,clear,1,4,2025-11-17 09:00:00
-26.248454338347113,28.021336274450977,0.7618829637004726,0.1267334281264699,storm,2,18,2026-01-10 17:00:00
-26.157168143741227,28.07735880144224,0.792860404072455,0.5509187273284363,clear,6,20,2025-12-08 05:00:00
-26.207181585168268,28.012805928438937,0.5392508331687702,0.45658566901842595,clear,6,8,2026-05-04 05:00:00
-26.153334518095633,28.06298606699659,0.8373090872223561,0.2678448662025555,clear,1,15,2026-05-28 14:00:00
-26.153638002291075,28.078733196758655,0.3074295483217435,0.11268942986527554,clear,1,2,2025-07-07 21:00:00
-26.164699054453262,28.001592118699207,0.22143433141586522,0.21002713957230573,clear,6,0,2026-04-07 21:00:00
-26.22055511079304,28.055922193123365,0.4075663061942459,0.28912105652589964,clear,3,18,2025-06-05 02:00:00
-26.21149022713981,28.0202329444445,0.5536993466525008,0.2698031623074759,clear,4,8,2025-10-03 22:00:00
-26.16488633284831,28.003239025946264,0.5946700893192608,0.249908343966017,clear,1,23,2025-09-30 21:00:00
